SECOND POSITION ORIGINATION LENDER,,,,,,
531,SECOND POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
532,SECOND POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
533,SECOND POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
534,SECOND POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
535,SECOND POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
536,SECOND POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
537,SECOND POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
538,SECOND POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
539,SECOND POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
SECOND POSITION CURRENT OPEN LIEN LENDER,,,,,,
540,SECOND POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
541,SECOND POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
542,SECOND POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
543,SECOND POSITION CURRENTLY ASSIGNED LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name of current assigned lender for the open lien.
544,SECOND POSITION CURRENTLY ASSIGNED LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender of current assigned lender for the open lien.
545,SECOND POSITION CURRENTLY ASSIGNED LENDER CITY,AlphaNumeric,,40,,Lender City of current assigned lender for the open lien.
546,SECOND POSITION CURRENTLY ASSIGNED LENDER STATE,AlphaNumeric,,2,,Lender State of current assigned lender for the open lien.
547,SECOND POSITION CURRENTLY ASSIGNED LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code of current assigned lender for the open lien.
THIRD POSITION OPEN LIEN FOR MARKETING - ENRICHED,,,,,,
548,THIRD POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
549,THIRD POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
550,THIRD POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
551,THIRD POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
552,THIRD POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
553,THIRD POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
554,THIRD POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
555,THIRD POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
556,THIRD POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
557,THIRD POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
558,THIRD POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
559,THIRD POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
560,THIRD POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
561,THIRD POSITION MORTGAGE LOAN TYPE CODE - ENRICHED,AlphaNumeric,MTGTP,5,,"Type of loan secured, identified primarily as Conventional (CNV), Federal Housing Administration (FHA), or Veteran's Administration (VA)."
562,THIRD POSITION MORTGAGE LOAN TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Loan Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
563,THIRD POSITION MORTGAGE INTEREST RATE - ENRICHED,Numeric,,7,4,Fixed interest rate at mortgage origination derived from recorded loan documents or enriched through additional data sources and predictive machine learning models.  Adjustable interest rate per the recorded loan documents for mortgage records. Example rates: 3.754 or 5.258
564,THIRD POSITION MORTGAGE INTEREST RATE CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
565,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE - ENRICHED,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
566,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
567,THIRD POSITION MORTGAGE TERM - ENRICHED,Numeric,,5,,"Specific term associated with mortgage. Examples: 10, 15, 25"
568,THIRD POSITION MORTGAGE TERM CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
569,THIRD POSITION MORTGAGE TERM CODE - ENRICHED,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years. Enriched data is represented by 'Y'EARS only."
570,THIRD POSITION MORTGAGE TERM CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
571,THIRD POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
THIRD POSITION OPEN LIEN FOR RISK MANAGEMENT - ENRICHED,,,,,,
572,THIRD POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
573,THIRD POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
574,THIRD POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
575,THIRD POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
576,THIRD POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
577,THIRD POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
578,THIRD POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
579,THIRD POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
580,THIRD POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
581,THIRD POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
582,THIRD POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
583,THIRD POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
584,THIRD POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
585,THIRD POSITION MORTGAGE LOAN TYPE CODE - ENRICHED,AlphaNumeric,MTGTP,5,,"Type of loan secured, identified primarily as Conventional (CNV), Federal Housing Administration (FHA), or Veteran's Administration (VA)."
586,THIRD POSITION MORTGAGE LOAN TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Loan Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
587,THIRD POSITION MORTGAGE INTEREST RATE - ENRICHED,Numeric,,7,4,Fixed interest rate at mortgage origination derived from recorded loan documents or enriched through additional data sources and predictive machine learning models.  Adjustable interest rate per the recorded loan documents for mortgage records. Example rates: 3.754 or 5.258
588,THIRD POSITION MORTGAGE INTEREST RATE CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
589,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE - ENRICHED,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
590,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
591,THIRD POSITION MORTGAGE TERM - ENRICHED,Numeric,,5,,"Specific term associated with mortgage. Examples: 10, 15, 25"
592,THIRD POSITION MORTGAGE TERM CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
593,THIRD POSITION MORTGAGE TERM CODE - ENRICHED,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years. Enriched data is represented by 'Y'EARS only."
594,THIRD POSITION MORTGAGE TERM CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
595,THIRD POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
THIRD POSITION OPEN LIEN LOAN MODIFICATION,,,,,,
596,THIRD POSITION MORTGAGE MODIFICATION AMOUNT,Numeric,,13,2,The amount of the mortgage modification.
597,THIRD POSITION MORTGAGE MODIFICATION MATURITY DATE,Numeric,,8,,The date the mortgage modification becomes due. Format: YYYYMMDD.
598,THIRD POSITION MORTGAGE MODIFICATION INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage modification.
599,THIRD POSITION MORTGAGE MODIFICATION INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,Interest rate type code on the mortgage modification. RESERVED FOR FUTURE USE.
600,THIRD POSITION MORTGAGE MODIFICATION TERM,Numeric,,2,,"Specific term associated with mortgage modification. Examples: 10, 15, 25 RESERVED FOR FUTURE USE."
601,THIRD POSITION MORTGAGE MODIFICATION TERM CODE,AlphaNumeric,MTGTC,1,,"Term code used for the mortgage modification to identify whether the TERM is stored in days, months or years. RESERVED FOR FUTURE USE."
602,THIRD POSITION MORTGAGE MODIFICATION LENDER FULL NAME,AlphaNumeric,,60,,Lender Full Name for the mortgage modification to identify the modification lender. RESERVED FOR FUTURE USE.
THIRD POSITION OPEN LIEN (PREMIUM) - ENRICHED,,,,,,
603,THIRD POSITION CONFORMING LOAN INDICATOR - ENRICHED,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is considered a conforming loan. 
0 or null = not applicable, 1= applicable."
604,THIRD POSITION EQUITY LOAN INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is an equity loan. 
0 or null = not applicable, 1= applicable."
605,THIRD POSITION FHA LOAN INDICATOR - ENRICHED,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan is an FHA (Federal Housing Authority) loan. 
0 or null = not applicable, 1= applicable."
606,THIRD POSITION CONSTRUCTION LOAN INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if this mortgage is specifically for any type of construction on the property and is identified as a construction loan on the trust documents.
0 or null = not applicable, 1= applicable."
607,THIRD POSITION PRIVATE PARTY LENDER INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan lender is a private party or lender not currently listed in the CoreLogic Lender table. 
0 or null = not applicable, 1= applicable."
608,THIRD POSITION SELLER CARRY BACK INDICATOR,Numeric,,1,,"CoreLogic standardized value that indicates if part or all of the mortgage loan is carried by the seller. 
0 or null = not applicable, 1= applicable."
609,THIRD POSITION PLANNED UNIT DEVELOPMENT (PUD) RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Planned Unit Development (PUD) Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
610,THIRD POSITION MULTIFAMILY RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Multifamily Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
611,THIRD POSITION CONDOMINIUM RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Condominium Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
612,THIRD POSITION SECOND HOME RIDER INDICATOR,AlphaNumeric,,1,,"Indicates if a Second Home Rider was recorded with the mortgage loan.
0 or null = not applicable, 1= applicable."
613,THIRD POSITION GOVERNMENT SPONSORED ENTERPRISE (GSE) ELIGIBLE MORTGAGE INDICATOR,AlphaNumeric,,1,,"Indicates if a Government Sponsored Enterprise Mortgage Rider was recorded with the mortgage loan. 
0 or null = not applicable, 1= applicable."
614,THIRD POSITION VARIABLE RIDER INDICATOR,AlphaNumeric,,1,,"CoreLogic standardized value that indicates if the mortgage loan contains an adjustable or variable rate rider.
0 or null = not applicable, 1= applicable."
THIRD POSITION OPEN LIEN ARM V2,,,,,,
615,THIRD POSITION MORTGAGE ARM INITIAL RESET DATE,Numeric,,8,,CoreLogic derived interest rate change date for an adjustable mortgage. First interest rate reset date. Format: YYYYMMDD.
616,THIRD POSITION MORTGAGE ARM NEXT RESET DATE,Numeric,,8,,Next interest rate change date after first change. Format: YYYYMMDD.
617,THIRD POSITION MORTGAGE ARM CHANGE INTERVAL,Numeric,,3,,Identifies the number of intervals for interest rate changes for an adjustable mortgage. Numeric value in conjunction with MORTGAGE ARM FREQUENCY.
618,THIRD POSITION MORTGAGE ARM FREQUENCY,AlphaNumeric,,2,,Indicates the measurement of time in relation to the interest rate reset/change of the adjustable mortgage. Values: W = Weekly; M = Monthly; Q = Quarterly; Y = Yearly.
619,THIRD POSITION MORTGAGE ARM CALCULATION CHANGE,Numeric,,7,4,Percentage points added to the Index rate to calculate the new interest rate. Value added to current index to determine new interest rate. Only for adjustable rate mortgages.
620,THIRD POSITION MORTGAGE ARM MAXIMUM INTEREST RATE,Numeric,,7,4,Maximum interest rate allowed per the life of the loan. Lifetime interest rate maximum. Only for adjustable rate mortgages.
621,THIRD POSITION MORTGAGE ARM INDEX TYPE CODE,AlphaNumeric,,3,,Indicates which index is used to determine the adjustable mortgage interest rate. Value Description SOF SOFR LIB LIBOR CMT Constant Maturity Treasury MTA Monthly Treasury Average LAM LAMA PRM Prime DIS 11th District BIL Treasury Bill FNM FNMA (Fannie Mae) OTH Other
622,THIRD POSITION MORTGAGE ARM CHANGE PERCENT LIMIT,Numeric,,7,4,Maximum amount the interest rate may increase or decrease for any one adjustment period of the adjustable mortgage. Limit on interest rate change for any single adjustment.
623,THIRD POSITION MORTGAGE ARM INITIAL CHANGE MAX PERCENT,Numeric,,7,4,Maximum interest rate the adjustable mortgage loan rate can increase from the initial interest rate as per the recorded loan documents. Maximum allowable interest rate indicated on initial reset.
624,THIRD POSITION MORTGAGE ARM LOOKBACK PERIOD,Numeric,,3,,The number of days back from interest rate change date to acquire index value.
625,THIRD POSITION MORTGAGE ARM PAYMENT CHANGE DATE,Numeric,,8,,Date of payment change (if different than interest rate change date). Format: YYYYMMDD.
626,THIRD POSITION MORTGAGE ARM PAY OPTION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has payment options such as interest only, interest and principal or interest and principal with a lump sum. '0 or null = Not Applicable, 1 = Applicable'."
627,THIRD POSITION MORTGAGE ARM INTEREST ONLY INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates the mortgage loan is an interest only payment loan. '0 or null = Not Applicable, 1 = Applicable'."
628,THIRD POSITION MORTGAGE ARM NEGATIVE AMORTIZATION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has a negative amortization clause. '0 or null = Not Applicable, 1 = Applicable'."
THIRD POSITION ORIGINATION LENDER,,,,,,
629,THIRD POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
630,THIRD POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
631,THIRD POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
632,THIRD POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
633,THIRD POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
634,THIRD POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
635,THIRD POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
636,THIRD POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
637,THIRD POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
THIRD POSITION CURRENT OPEN LIEN LENDER,,,,,,
638,THIRD POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
639,THIRD POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
640,THIRD POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
641,THIRD POSITION CURRENTLY ASSIGNED LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name of current assigned lender for the open lien.
642,THIRD POSITION CURRENTLY ASSIGNED LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender of current assigned lender for the open lien.
643,THIRD POSITION CURRENTLY ASSIGNED LENDER CITY,AlphaNumeric,,40,,Lender City of current assigned lender for the open lien.
644,THIRD POSITION CURRENTLY ASSIGNED LENDER STATE,AlphaNumeric,,2,,Lender State of current assigned lender for the open lien.
645,THIRD POSITION CURRENTLY ASSIGNED LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code of current assigned lender for the open lien.
FOURTH POSITION OPEN LIEN FOR MARKETING - ENRICHED,,,,,,
646,FOURTH POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
647,FOURTH POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
648,FOURTH POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
649,FOURTH POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
650,FOURTH POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
651,FOURTH POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
652,FOURTH POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
653,FOURTH POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
654,FOURTH POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
655,FOURTH POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
656,FOURTH POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
657,FOURTH POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
658,FOURTH POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
659,FOURTH POSITION MORTGAGE LOAN TYPE CODE - ENRICHED,AlphaNumeric,MTGTP,5,,"Type of loan secured, identified primarily as Conventional (CNV), Federal Housing Administration (FHA), or Veteran's Administration (VA)."
660,FOURTH POSITION MORTGAGE LOAN TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Loan Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
661,FOURTH POSITION MORTGAGE INTEREST RATE - ENRICHED,Numeric,,7,4,Fixed interest rate at mortgage origination derived from recorded loan documents or enriched through additional data sources and predictive machine learning models.  Adjustable interest rate per the recorded loan documents for mortgage records. Example rates: 3.754 or 5.258
662,FOURTH POSITION MORTGAGE INTEREST RATE CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
663,FOURTH POSITION MORTGAGE INTEREST RATE TYPE CODE - ENRICHED,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
664,FOURTH POSITION MORTGAGE INTEREST RATE TYPE CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Interest Rate Type Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
665,FOURTH POSITION MORTGAGE TERM - ENRICHED,Numeric,,5,,"Specific term associated with mortgage. Examples: 10, 15, 25"
666,FOURTH POSITION MORTGAGE TERM CONFIDENCE RANK - ENRICHED,Numeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
667,FOURTH POSITION MORTGAGE TERM CODE - ENRICHED,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years. Enriched data is represented by 'Y'EARS only."
668,FOURTH POSITION MORTGAGE TERM CODE CONFIDENCE RANK - ENRICHED,AlphaNumeric,,1,,A rank of 1-5 depicting the confidence level of the Mortgage Term Code. 5 is the most confident ranking. Rank descriptions: 5 = Excellent; 4 = Very Good; 3 = Good; 2 = Fair; 1 = Very Low. NULL if value is not Enriched.
669,FOURTH POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
FOURTH POSITION OPEN LIEN FOR RISK MANAGEMENT - ENRICHED,,,,,,
670,FOURTH POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
671,FOURTH POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
672,FOURTH POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
673,FOURTH POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
674,FOURTH POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
675,FOURTH POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
676,FOURTH POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
677,FOURTH POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
678,FOURTH POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
679,FOURTH POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
