371,FIRST POSITION MORTGAGE ARM INTEREST ONLY INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates the mortgage loan is an interest only payment loan. '0 or null = Not Applicable, 1 = Applicable'."
372,FIRST POSITION MORTGAGE ARM NEGATIVE AMORTIZATION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has a negative amortization clause. '0 or null = Not Applicable, 1 = Applicable'."
FIRST POSITION ORIGINATION LENDER,,,,,,
373,FIRST POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
374,FIRST POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
375,FIRST POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
376,FIRST POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
377,FIRST POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
378,FIRST POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
379,FIRST POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
380,FIRST POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
381,FIRST POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
FIRST POSITION CURRENT OPEN LIEN LENDER,,,,,,
382,FIRST POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
383,FIRST POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
384,FIRST POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
385,FIRST POSITION CURRENTLY ASSIGNED LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name of current assigned lender for the open lien.
386,FIRST POSITION CURRENTLY ASSIGNED LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender of current assigned lender for the open lien.
387,FIRST POSITION CURRENTLY ASSIGNED LENDER CITY,AlphaNumeric,,40,,Lender City of current assigned lender for the open lien.
388,FIRST POSITION CURRENTLY ASSIGNED LENDER STATE,AlphaNumeric,,2,,Lender State of current assigned lender for the open lien.
389,FIRST POSITION CURRENTLY ASSIGNED LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code of current assigned lender for the open lien.
SECOND POSITION OPEN LIEN FOR MARKETING V2,,,,,,
390,SECOND POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
391,SECOND POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
392,SECOND POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
393,SECOND POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
394,SECOND POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
395,SECOND POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
396,SECOND POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
397,SECOND POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
398,SECOND POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
399,SECOND POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
400,SECOND POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
401,SECOND POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
402,SECOND POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
403,SECOND POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
404,SECOND POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
405,SECOND POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
406,SECOND POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
407,SECOND POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
408,SECOND POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
SECOND POSITION OPEN LIEN FOR RISK MANAGEMENT V2,,,,,,
409,SECOND POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
410,SECOND POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
411,SECOND POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
412,SECOND POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
413,SECOND POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
414,SECOND POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
415,SECOND POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
416,SECOND POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
417,SECOND POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
418,SECOND POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
419,SECOND POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
420,SECOND POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
421,SECOND POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
422,SECOND POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
423,SECOND POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
424,SECOND POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
425,SECOND POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
426,SECOND POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
427,SECOND POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
SECOND POSITION OPEN LIEN LOAN MODIFICATION,,,,,,
428,SECOND POSITION MORTGAGE MODIFICATION AMOUNT,Numeric,,13,2,The amount of the mortgage modification.
429,SECOND POSITION MORTGAGE MODIFICATION MATURITY DATE,Numeric,,8,,The date the mortgage modification becomes due. Format: YYYYMMDD.
430,SECOND POSITION MORTGAGE MODIFICATION INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage modification.
431,SECOND POSITION MORTGAGE MODIFICATION INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,Interest rate type code on the mortgage modification. RESERVED FOR FUTURE USE.
432,SECOND POSITION MORTGAGE MODIFICATION TERM,Numeric,,2,,"Specific term associated with mortgage modification. Examples: 10, 15, 25 RESERVED FOR FUTURE USE."
433,SECOND POSITION MORTGAGE MODIFICATION TERM CODE,AlphaNumeric,MTGTC,1,,"Term code used for the mortgage modification to identify whether the TERM is stored in days, months or years. RESERVED FOR FUTURE USE."
434,SECOND POSITION MORTGAGE MODIFICATION LENDER FULL NAME,AlphaNumeric,,60,,Lender Full Name for the mortgage modification to identify the modification lender. RESERVED FOR FUTURE USE.
SECOND POSITION OPEN LIEN ARM V2,,,,,,
435,SECOND POSITION MORTGAGE ARM INITIAL RESET DATE,Numeric,,8,,CoreLogic derived interest rate change date for an adjustable mortgage. First interest rate reset date. Format: YYYYMMDD.
436,SECOND POSITION MORTGAGE ARM NEXT RESET DATE,Numeric,,8,,Next interest rate change date after first change. Format: YYYYMMDD.
437,SECOND POSITION MORTGAGE ARM CHANGE INTERVAL,Numeric,,3,,Identifies the number of intervals for interest rate changes for an adjustable mortgage. Numeric value in conjunction with MORTGAGE ARM FREQUENCY.
438,SECOND POSITION MORTGAGE ARM FREQUENCY,AlphaNumeric,,2,,Indicates the measurement of time in relation to the interest rate reset/change of the adjustable mortgage. Values: W = Weekly; M = Monthly; Q = Quarterly; Y = Yearly.
439,SECOND POSITION MORTGAGE ARM CALCULATION CHANGE,Numeric,,7,4,Percentage points added to the Index rate to calculate the new interest rate. Value added to current index to determine new interest rate. Only for adjustable rate mortgages.
440,SECOND POSITION MORTGAGE ARM MAXIMUM INTEREST RATE,Numeric,,7,4,Maximum interest rate allowed per the life of the loan. Lifetime interest rate maximum. Only for adjustable rate mortgages.
441,SECOND POSITION MORTGAGE ARM INDEX TYPE CODE,AlphaNumeric,,3,,Indicates which index is used to determine the adjustable mortgage interest rate. Value Description SOF SOFR LIB LIBOR CMT Constant Maturity Treasury MTA Monthly Treasury Average LAM LAMA PRM Prime DIS 11th District BIL Treasury Bill FNM FNMA (Fannie Mae) OTH Other
442,SECOND POSITION MORTGAGE ARM CHANGE PERCENT LIMIT,Numeric,,7,4,Maximum amount the interest rate may increase or decrease for any one adjustment period of the adjustable mortgage. Limit on interest rate change for any single adjustment.
443,SECOND POSITION MORTGAGE ARM INITIAL CHANGE MAX PERCENT,Numeric,,7,4,Maximum interest rate the adjustable mortgage loan rate can increase from the initial interest rate as per the recorded loan documents. Maximum allowable interest rate indicated on initial reset.
444,SECOND POSITION MORTGAGE ARM LOOKBACK PERIOD,Numeric,,3,,The number of days back from interest rate change date to acquire index value.
445,SECOND POSITION MORTGAGE ARM PAYMENT CHANGE DATE,Numeric,,8,,Date of payment change (if different than interest rate change date). Format: YYYYMMDD.
446,SECOND POSITION MORTGAGE ARM PAY OPTION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has payment options such as interest only, interest and principal or interest and principal with a lump sum. '0 or null = Not Applicable, 1 = Applicable'."
447,SECOND POSITION MORTGAGE ARM INTEREST ONLY INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates the mortgage loan is an interest only payment loan. '0 or null = Not Applicable, 1 = Applicable'."
448,SECOND POSITION MORTGAGE ARM NEGATIVE AMORTIZATION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has a negative amortization clause. '0 or null = Not Applicable, 1 = Applicable'."
SECOND POSITION ORIGINATION LENDER,,,,,,
449,SECOND POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
450,SECOND POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
451,SECOND POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
452,SECOND POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
453,SECOND POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
454,SECOND POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
455,SECOND POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
456,SECOND POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
457,SECOND POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
SECOND POSITION CURRENT OPEN LIEN LENDER,,,,,,
458,SECOND POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
459,SECOND POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
460,SECOND POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
461,SECOND POSITION CURRENTLY ASSIGNED LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name of current assigned lender for the open lien.
462,SECOND POSITION CURRENTLY ASSIGNED LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender of current assigned lender for the open lien.
463,SECOND POSITION CURRENTLY ASSIGNED LENDER CITY,AlphaNumeric,,40,,Lender City of current assigned lender for the open lien.
464,SECOND POSITION CURRENTLY ASSIGNED LENDER STATE,AlphaNumeric,,2,,Lender State of current assigned lender for the open lien.
465,SECOND POSITION CURRENTLY ASSIGNED LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code of current assigned lender for the open lien.
THIRD POSITION OPEN LIEN FOR MARKETING V2,,,,,,
466,THIRD POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
467,THIRD POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
468,THIRD POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
469,THIRD POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
470,THIRD POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
471,THIRD POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
472,THIRD POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
473,THIRD POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
474,THIRD POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
475,THIRD POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
476,THIRD POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
477,THIRD POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
478,THIRD POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
479,THIRD POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
480,THIRD POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
481,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
482,THIRD POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
483,THIRD POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
484,THIRD POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
THIRD POSITION OPEN LIEN FOR RISK MANAGEMENT V2,,,,,,
485,THIRD POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
486,THIRD POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
487,THIRD POSITION MULTI OR SPLIT PARCEL CODE,AlphaNumeric,SLTY2,1,,"Indicates either that the transaction involves multiple parcels, or the split of an existing parcel."
488,THIRD POSITION MORTGAGE TYPE CODE,AlphaNumeric,,1,,"CoreLogic standardized mortgage classification for principal mortgages ('P'urchase, 'R'efinance) or subordinate mortgages ('J'unior)."
489,THIRD POSITION MORTGAGE PURPOSE CODE,AlphaNumeric,MPRPS,2,,CoreLogic standardized value indicating the reason for the principal or subordinate mortgage.
490,THIRD POSITION MORTGAGE DATE,Numeric,,8,,"Borrower's signature date on mortgage/deed of trust. This represents the date the borrower’s obligation to the lender begins, i.e. loan open date. This date is the same or prior to the recording date. If the day and/or month is missing, CoreLogic populates these values with 00. Format: YYYYMMDD."
491,THIRD POSITION MORTGAGE RECORDING DATE,Numeric,,8,,The date the mortgage transaction was recorded at the county. Format: YYYYMMDD.
492,THIRD POSITION MORTGAGE RECORDED DOCUMENT YEAR,Numeric,,4,,The year the mortgage transaction was recorded at the county. Format: YYYY.
493,THIRD POSITION MORTGAGE RECORDED DOCUMENT NUMBER,AlphaNumeric,,12,,The document number used by some counties to record mortgage transactions.
494,THIRD POSITION MORTGAGE RECORDED DOCUMENT BOOK NUMBER,AlphaNumeric,,6,,"The Book number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
495,THIRD POSITION MORTGAGE RECORDED DOCUMENT PAGE NUMBER,AlphaNumeric,,6,,"The Page number used by some counties to catalog their mortgage recordings. (e.g., 001234)"
496,THIRD POSITION MORTGAGE AMOUNT,Numeric,,13,2,The amount of the mortgage at the time of the transaction.
497,THIRD POSITION MORTGAGE LOAN TYPE CODE,AlphaNumeric,MTGTP,5,,"CoreLogic standardized value indicating the type of loan secured. (e.g., Conventional, FHA, VA)."
498,THIRD POSITION MORTGAGE SUBORDINATE TYPE CODE,AlphaNumeric,EQUIT,3,,"CoreLogic standardized value indicating the type of subordinate mortgage secured. (e.g., 'C'redit Line, 'E'quity, Ba'L'loon)"
499,THIRD POSITION MORTGAGE INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage at origination.
500,THIRD POSITION MORTGAGE INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,CoreLogic standardized value indicating the type of mortgage interest rate.
501,THIRD POSITION MORTGAGE TERM,Numeric,,5,,Time period over which the mortgage is amortized.
502,THIRD POSITION MORTGAGE TERM CODE,AlphaNumeric,MTGTC,1,,"Code used to identify whether the number stored in MORTGAGE TERM is in days, months or years."
503,THIRD POSITION MORTGAGE MATURITY DATE,Numeric,,8,,The date the mortgage becomes due. Format: YYYYMMDD.
THIRD POSITION OPEN LIEN LOAN MODIFICATION,,,,,,
504,THIRD POSITION MORTGAGE MODIFICATION AMOUNT,Numeric,,13,2,The amount of the mortgage modification.
505,THIRD POSITION MORTGAGE MODIFICATION MATURITY DATE,Numeric,,8,,The date the mortgage modification becomes due. Format: YYYYMMDD.
506,THIRD POSITION MORTGAGE MODIFICATION INTEREST RATE,Numeric,,7,4,Interest rate on the mortgage modification.
507,THIRD POSITION MORTGAGE MODIFICATION INTEREST RATE TYPE CODE,AlphaNumeric,MTGRT,3,,Interest rate type code on the mortgage modification. RESERVED FOR FUTURE USE.
508,THIRD POSITION MORTGAGE MODIFICATION TERM,Numeric,,2,,"Specific term associated with mortgage modification. Examples: 10, 15, 25 RESERVED FOR FUTURE USE."
509,THIRD POSITION MORTGAGE MODIFICATION TERM CODE,AlphaNumeric,MTGTC,1,,"Term code used for the mortgage modification to identify whether the TERM is stored in days, months or years. RESERVED FOR FUTURE USE."
510,THIRD POSITION MORTGAGE MODIFICATION LENDER FULL NAME,AlphaNumeric,,60,,Lender Full Name for the mortgage modification to identify the modification lender. RESERVED FOR FUTURE USE.
THIRD POSITION OPEN LIEN ARM V2,,,,,,
511,THIRD POSITION MORTGAGE ARM INITIAL RESET DATE,Numeric,,8,,CoreLogic derived interest rate change date for an adjustable mortgage. First interest rate reset date. Format: YYYYMMDD.
512,THIRD POSITION MORTGAGE ARM NEXT RESET DATE,Numeric,,8,,Next interest rate change date after first change. Format: YYYYMMDD.
513,THIRD POSITION MORTGAGE ARM CHANGE INTERVAL,Numeric,,3,,Identifies the number of intervals for interest rate changes for an adjustable mortgage. Numeric value in conjunction with MORTGAGE ARM FREQUENCY.
514,THIRD POSITION MORTGAGE ARM FREQUENCY,AlphaNumeric,,2,,Indicates the measurement of time in relation to the interest rate reset/change of the adjustable mortgage. Values: W = Weekly; M = Monthly; Q = Quarterly; Y = Yearly.
515,THIRD POSITION MORTGAGE ARM CALCULATION CHANGE,Numeric,,7,4,Percentage points added to the Index rate to calculate the new interest rate. Value added to current index to determine new interest rate. Only for adjustable rate mortgages.
516,THIRD POSITION MORTGAGE ARM MAXIMUM INTEREST RATE,Numeric,,7,4,Maximum interest rate allowed per the life of the loan. Lifetime interest rate maximum. Only for adjustable rate mortgages.
517,THIRD POSITION MORTGAGE ARM INDEX TYPE CODE,AlphaNumeric,,3,,Indicates which index is used to determine the adjustable mortgage interest rate. Value Description SOF SOFR LIB LIBOR CMT Constant Maturity Treasury MTA Monthly Treasury Average LAM LAMA PRM Prime DIS 11th District BIL Treasury Bill FNM FNMA (Fannie Mae) OTH Other
518,THIRD POSITION MORTGAGE ARM CHANGE PERCENT LIMIT,Numeric,,7,4,Maximum amount the interest rate may increase or decrease for any one adjustment period of the adjustable mortgage. Limit on interest rate change for any single adjustment.
519,THIRD POSITION MORTGAGE ARM INITIAL CHANGE MAX PERCENT,Numeric,,7,4,Maximum interest rate the adjustable mortgage loan rate can increase from the initial interest rate as per the recorded loan documents. Maximum allowable interest rate indicated on initial reset.
520,THIRD POSITION MORTGAGE ARM LOOKBACK PERIOD,Numeric,,3,,The number of days back from interest rate change date to acquire index value.
521,THIRD POSITION MORTGAGE ARM PAYMENT CHANGE DATE,Numeric,,8,,Date of payment change (if different than interest rate change date). Format: YYYYMMDD.
522,THIRD POSITION MORTGAGE ARM PAY OPTION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has payment options such as interest only, interest and principal or interest and principal with a lump sum. '0 or null = Not Applicable, 1 = Applicable'."
523,THIRD POSITION MORTGAGE ARM INTEREST ONLY INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates the mortgage loan is an interest only payment loan. '0 or null = Not Applicable, 1 = Applicable'."
524,THIRD POSITION MORTGAGE ARM NEGATIVE AMORTIZATION INDICATOR,Numeric,,1,,"CoreLogic standardized flag that indicates if the mortgage loan has a negative amortization clause. '0 or null = Not Applicable, 1 = Applicable'."
THIRD POSITION ORIGINATION LENDER,,,,,,
525,THIRD POSITION LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code that identifies the mortgage lender (e.g., Bank of America = 000003)."
526,THIRD POSITION LENDER COMPANY NAME,AlphaNumeric,,60,,CoreLogic proprietary and standardized name of lender from CoreLogic proprietary Lender Code table.
527,THIRD POSITION LENDER FULL NAME,AlphaNumeric,,60,,Full name of Lender as recorded on the original document when no CoreLogic Lender Company Code exists.
528,THIRD POSITION LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name as recorded on the original document when Lender is a Private Party.
529,THIRD POSITION LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name as recorded on the original document when Lender is a Private Party.
530,THIRD POSITION LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender as recorded on the original document.
531,THIRD POSITION LENDER CITY,AlphaNumeric,,40,,Lender City as recorded on the original document.
532,THIRD POSITION LENDER STATE,AlphaNumeric,,2,,Lender State as recorded on the original document.
533,THIRD POSITION LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code as recorded on the original document.
THIRD POSITION CURRENT OPEN LIEN LENDER,,,,,,
534,THIRD POSITION CURRENTLY ASSIGNED LENDER COMPANY NAME,AlphaNumeric,,60,,Name of current assigned lender for the open lien.
535,THIRD POSITION CURRENTLY ASSIGNED LENDER COMPANY CODE,AlphaNumeric,,10,,"CoreLogic standardized lender code of current assigned lender for the open lien (e.g., Bank of America = 000003)."
536,THIRD POSITION CURRENTLY ASSIGNED LENDER LAST NAME,AlphaNumeric,,32,,Name of Lender's Last Name of current assigned lender for the open lien.
537,THIRD POSITION CURRENTLY ASSIGNED LENDER FIRST NAME,AlphaNumeric,,60,,Name of Lender's First Name of current assigned lender for the open lien.
538,THIRD POSITION CURRENTLY ASSIGNED LENDER ADDRESS,AlphaNumeric,,60,,Address of the Lender of current assigned lender for the open lien.
539,THIRD POSITION CURRENTLY ASSIGNED LENDER CITY,AlphaNumeric,,40,,Lender City of current assigned lender for the open lien.
540,THIRD POSITION CURRENTLY ASSIGNED LENDER STATE,AlphaNumeric,,2,,Lender State of current assigned lender for the open lien.
541,THIRD POSITION CURRENTLY ASSIGNED LENDER ZIP CODE,AlphaNumeric,,9,,Lender ZIP code of current assigned lender for the open lien.
FOURTH POSITION OPEN LIEN FOR MARKETING V2,,,,,,
542,FOURTH POSITION COMPOSITE TRANSACTION ID,AlphaNumeric,,21,,"Unique transaction key comprised of FIPS Code, Transaction Batch Date, Transaction Sequence Number, and Mortgage Sequence Number."
543,FOURTH POSITION MORTGAGE LTV (LOAN TO VALUE),Numeric,,14,2,Ratio of origination loan amount divided into current AVM value.
